Zona;Provincia;Canton;Distrito;Circuito;fecha infraccion;dia;mes;anio;Hora Infracción;hora;minutos;segundos;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;RICAURTE;15/4/2014;15;4;2014;9:15;9;15;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;1/1/2014;1;1;2014;9:30;9;30;0;Asesinatos;66;MASCULINO;CASADO;ECUADOR
ZONA 1;IMBABURA;COTACACHI;TIERRA DEL SOL;GARCIA MORENO;24/2/2014;24;2;2014;0:00;0;0;0;Homicidios;37;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;SAMBORONDON;SAMBORONDON;SAMBORONDON;27/1/2014;27;1;2014;16:30;16;30;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SALITRE;SALITRE;SALITRE NORTE;23/2/2014;23;2;2014;20:10;20;10;0;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;MALVINAS NORTE;14/2/2014;14;2;2014;22:30;22;30;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;MARTHA DE ROLDOS;17/1/2014;17;1;2014;2:50;2;50;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;SANTA_ANA;24 DE MAYO;SANTA ANA;9/2/2014;9;2;2014;4:00;4;0;0;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SALINAS;3/2/2014;3;2;2014;20:30;20;30;0;Sicariatos;36;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;AIRE LIBRE;5/3/2014;5;3;2014;0:40;0;40;0;Asesinatos;16;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;20/1/2014;20;1;2014;22:30;22;30;0;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;17/1/2014;17;1;2014;20:00;20;0;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;31/1/2014;31;1;2014;11:00;11;0;0;Asesinatos;36;MASCULINO;DIVORCIADO;ECUADOR
ZONA 7;EL_ORO;PASAJE;PASAJE;LAS PRADERAS;20/4/2014;20;4;2014;3:15;3;15;0;Homicidios;66;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;21/1/2014;21;1;2014;22:30;22;30;0;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;PROGRESO;14/2/2014;14;2;2014;20:00;20;0;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;COLIMES;BALZAR;COLIMES;19/4/2014;19;4;2014;10:00;10;0;0;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;2/3/2014;2;3;2014;7:55;7;55;0;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;MARIA AUXILIADORA;31/3/2014;31;3;2014;18:00;18;0;0;Asesinatos;58;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA SUR;24/1/2014;24;1;2014;4:00;4;0;0;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SALINAS;2/2/2014;2;2;2014;20:30;20;30;0;Sicariatos;32;MASCULINO;UNION LIBRE;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SANTA MARTHA;5/5/2014;5;5;2014;5:00;5;0;0;Asesinatos;79;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;4/1/2014;4;1;2014;21:00;21;0;0;Homicidios;40;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;4/8/2014;4;8;2014;13:45;13;45;0;Homicidios;24;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;1/2/2014;1;2;2014;4:45;4;45;0;Homicidios;40;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;5/2/2014;5;2;2014;20:30;20;30;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SALINAS;1/2/2014;1;2;2014;18:10;18;10;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;2/2/2014;2;2;2014;22:00;22;0;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;4/8/2014;4;8;2014;19:30;19;30;0;Asesinatos;40;MASCULINO;NO DETERMINADO;COLOMBIA
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;4/8/2014;4;8;2014;20:50;20;50;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;COTACACHI;TIERRA DEL SOL;IMANTAG;13/4/2014;13;4;2014;7:30;7;30;0;Asesinatos;33;MASCULINO;NO DETERMINADO;COLOMBIA
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;FLORIDA;25/1/2014;25;1;2014;20:30;20;30;0;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;2/1/2014;2;1;2014;23:30;23;30;0;Asesinatos;16;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;11/1/2014;11;1;2014;3:00;3;0;0;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;FLAVIO_ALFARO;CHONE;SAN FRANCISCO DE NOVILLO;18/4/2014;18;4;2014;14:00;14;0;0;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SACHAS;3/1/2014;3;1;2014;4:00;4;0;0;Homicidios;58;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;LOS_RIOS;MOCACHE;QUEVEDO;ALEJO LASCANO;22/3/2014;22;3;2014;16:00;16;0;0;Femicidios;35;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CHALA;7/2/2014;7;2;2014;;;;;Asesinatos;42;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;ANTEPARA;25/1/2014;25;1;2014;13:00;13;0;0;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;AMAZONAS;1/3/2014;1;3;2014;16:30;16;30;0;Homicidios;25;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;7/2/2014;7;2;2014;22:30;22;30;0;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 5;SANTA_ELENA;LA_LIBERTAD;LIBERTAD SALINAS;VIRGEN DEL CARMEN;19/3/2014;19;3;2014;20:30;20;30;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;MUISNE;ATACAMES;CHAMANGA;9/3/2014;9;3;2014;12:00;12;0;0;Asesinatos;43;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;PROGRESO;7/1/2014;7;1;2014;21:00;21;0;0;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR
ZONA 5;BOLIVAR;GUARANDA;GUARANDA;SIMIATUG;19/7/2014;19;7;2014;10:00;10;0;0;Homicidios;16;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;12/3/2014;12;3;2014;1:00;1;0;0;Asesinatos;42;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;UNION LOJANA;5/5/2014;5;5;2014;22:15;22;15;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;ARBOLITO;17/1/2014;17;1;2014;2:30;2;30;0;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SANTA MARTHA;8/3/2014;8;3;2014;20:00;20;0;0;Asesinatos;59;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES SUR;17/5/2014;17;5;2014;18:31;18;31;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FORTIN;12/1/2014;12;1;2014;6:30;6;30;0;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;CRISTO DEL CONSUELO;28/4/2014;28;4;2014;21:30;21;30;0;Asesinatos;;MASCULINO;SOLTERO;PERU
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;VENEZUELA;26/1/2014;26;1;2014;8:00;8;0;0;Asesinatos;40;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;MONTALVO;27/4/2014;27;4;2014;12:20;12;20;0;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;MILAGRO;MILAGRO;SAN MIGUEL;7/4/2014;7;4;2014;13:30;13;30;0;Sicariatos;34;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;LOS_RIOS;MOCACHE;QUEVEDO;MOCACHE;2/2/2014;2;2;2014;22:00;22;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;CRISTO DEL CONSUELO;28/4/2014;28;4;2014;21:30;21;30;0;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;2/1/2014;2;1;2014;11:30;11;30;0;Asesinatos;14;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;JARAMIJO;MANTA;JARAMIJO;8/2/2014;8;2;2014;22:00;22;0;0;Asesinatos;42;MASCULINO;DIVORCIADO;ECUADOR
ZONA 7;EL_ORO;PASAJE;PASAJE;VELASCO IBARRA;16/1/2014;16;1;2014;23:30;23;30;0;Asesinatos;42;MASCULINO;DIVORCIADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;CRISTO DEL CONSUELO;8/1/2014;8;1;2014;6:00;6;0;0;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;PORTETE;4/1/2014;4;1;2014;0:30;0;30;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;12/1/2014;12;1;2014;;;;;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;3/3/2014;3;3;2014;1:10;1;10;0;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABA;BABAHOYO;BABA;18/1/2014;18;1;2014;7:15;7;15;0;Asesinatos;53;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;11/2/2014;11;2;2014;;;;;Asesinatos;42;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;PASCUALES;29/1/2014;29;1;2014;20:45;20;45;0;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CRISTO VIVE;6/3/2014;6;3;2014;3:30;3;30;0;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;QUININDE;2/3/2014;2;3;2014;9:00;9;0;0;Homicidios;38;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;CRISTO DEL CONSUELO;28/4/2014;28;4;2014;21:30;21;30;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CHALA;19/1/2014;19;1;2014;5:30;5;30;0;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;17/3/2014;17;3;2014;20:30;20;30;0;Asesinatos;55;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;COTACACHI;TIERRA DEL SOL;COTACACHI;22/2/2014;22;2;2014;9:30;9;30;0;Homicidios;84;MASCULINO;CASADO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SACHAS;14/1/2014;14;1;2014;21:00;21;0;0;Homicidios;28;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;13/1/2014;13;1;2014;22:30;22;30;0;Sicariatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;SAUCES;3/3/2014;3;3;2014;22:30;22;30;0;Homicidios;32;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;ALLURIQUIN;23/3/2014;23;3;2014;5:30;5;30;0;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;CUBE;30/1/2014;30;1;2014;11:00;11;0;0;Asesinatos;50;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;3/3/2014;3;3;2014;23:40;23;40;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;MONTALVO;4/2/2014;4;2;2014;0:00;0;0;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;12/1/2014;12;1;2014;6:00;6;0;0;Asesinatos;37;MASCULINO;CASADO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SAN SEBASTIAN;23/1/2014;23;1;2014;6:00;6;0;0;Homicidios;29;MASCULINO;CASADO;ECUADOR
ZONA 4;MANABI;TOSAGUA;ROCAFUERTE;LA FLORIDA;2/4/2014;2;4;2014;10:00;10;0;0;Homicidios;56;FEMENINO;DIVORCIADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;5/8/2014;5;8;2014;9:00;9;0;0;Asesinatos;60;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;9 DE MAYO;28/1/2014;28;1;2014;20:30;20;30;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR SUR;4/3/2014;4;3;2014;4:00;4;0;0;Asesinatos;40;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;CRISTO DEL CONSUELO;28/4/2014;28;4;2014;20:10;20;10;0;Asesinatos;;MASCULINO;NO DETERMINADO;PERU
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NIÑO;5/1/2014;5;1;2014;12:00;12;0;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;PASCUALES;29/1/2014;29;1;2014;19:30;19;30;0;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI;LIMONCOCHA;3/2/2014;3;2;2014;18:30;18;30;0;Homicidios;42;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;CONTROL;20/1/2014;20;1;2014;11:00;11;0;0;Asesinatos;67;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;QUITUMBE;13/4/2014;13;4;2014;12:10;12;10;0;Homicidios;72;MASCULINO;CASADO;ECUADOR
ZONA 4;MANABI;PICHINCHA;PICHINCHA;BARRAGANETE;13/4/2014;13;4;2014;11:00;11;0;0;Asesinatos;30;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;SANTA_ELENA;SALINAS;LIBERTAD SALINAS;SALINAS CENTRO;15/2/2014;15;2;2014;20:50;20;50;0;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;PAEZ;16/3/2014;16;3;2014;1:00;1;0;0;Asesinatos;32;MASCULINO;CASADO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;TARQUI;10/1/2014;10;1;2014;21:30;21;30;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;ORQUIDEAS;15/1/2014;15;1;2014;0:40;0;40;0;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 2;PICHINCHA;PEDRO_VICENTE_MALDONADO;NOROCCIDENTE;MALDONADO;8/2/2014;8;2;2014;10:00;10;0;0;Asesinatos;14;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;5/3/2014;5;3;2014;1:15;1;15;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;PORTETE;20/1/2014;20;1;2014;18:30;18;30;0;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;TARQUI;27/3/2014;27;3;2014;21:15;21;15;0;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;15/1/2014;15;1;2014;;;;;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;CONTROL;7/4/2014;7;4;2014;19:30;19;30;0;Asesinatos;41;MASCULINO;SOLTERO;ECUADOR
ZONA 2;NAPO;TENA;TENA;MISAHUALLI;4/8/2014;4;8;2014;19:30;19;30;0;Homicidios;58;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;URDESA;21/1/2014;21;1;2014;12:15;12;15;0;Asesinatos;51;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;BALZAR DE VINCES;11/1/2014;11;1;2014;19:10;19;10;0;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;OTAVALO;VALLE DEL AMANECER;LA CASCADA;5/8/2014;5;8;2014;9:30;9;30;0;Homicidios;37;FEMENINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVO GUAYAQUIL;6/8/2014;6;8;2014;21:20;21;20;0;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 3;PASTAZA;ARAJUNO;ARAJUNO;ARAJUNO SELVA;4/4/2014;4;4;2014;10:00;10;0;0;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NIÑO;5/1/2014;5;1;2014;0:05;0;5;0;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;8/3/2014;8;3;2014;3:00;3;0;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;MARTHA DE ROLDOS;2/1/2014;2;1;2014;16:00;16;0;0;Homicidios;53;FEMENINO;SOLTERO;ECUADOR
ZONA 3;PASTAZA;ARAJUNO;ARAJUNO;ARAJUNO SELVA;4/4/2014;4;4;2014;10:00;10;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;BALZAR DE VINCES;24/2/2014;24;2;2014;17:45;17;45;0;Homicidios;34;FEMENINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NIÑO;18/1/2014;18;1;2014;23:30;23;30;0;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA VALDRAMINA;24/4/2014;24;4;2014;21:40;21;40;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;PASCUALES;8/3/2014;8;3;2014;20:00;20;0;0;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;LA BOTA;8/3/2014;8;3;2014;23:00;23;0;0;Homicidios;29;MASCULINO;SOLTERO;ECUADOR
ZONA 6;MORONA_SANTIAGO;MORONA;MORONA;MACAS;10/1/2014;10;1;2014;13:25;13;25;0;Asesinatos;16;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;CONTROL;26/4/2014;26;4;2014;13:30;13;30;0;Asesinatos;34;MASCULINO;DIVORCIADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;8/3/2014;8;3;2014;23:30;23;30;0;Asesinatos;31;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;RAYITO DE LUZ;4/1/2014;4;1;2014;6:00;6;0;0;Homicidios;31;MASCULINO;SOLTERO;COLOMBIA
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;1/2/2014;1;2;2014;21:30;21;30;0;Homicidios;62;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;PROGRESO;10/3/2014;10;3;2014;20:40;20;40;0;Asesinatos;17;FEMENINO;SOLTERO;ECUADOR
ZONA 2;PICHINCHA;PUERTO_QUITO;NOROCCIDENTE;PUERTO QUITO NORTE;26/4/2014;26;4;2014;17:55;17;55;0;Homicidios;57;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;SABANA;31/1/2014;31;1;2014;14:00;14;0;0;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES NORTE;7/5/2014;7;5;2014;8:30;8;30;0;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 3;COTOPAXI;LA_MANA;LA MANA;LA MANA SUR;14/1/2014;14;1;2014;7:30;7;30;0;Asesinatos;23;FEMENINO;SOLTERO;ECUADOR
ZONA 3;COTOPAXI;LA_MANA;LA MANA;LA MANA SUR;14/1/2014;14;1;2014;7:30;7;30;0;Asesinatos;37;FEMENINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA VALDRAMINA;27/4/2014;27;4;2014;3:35;3;35;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 3;COTOPAXI;LATACUNGA;LATACUNGA;BETHLEMITAS;21/1/2014;21;1;2014;7:50;7;50;0;Asesinatos;12;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;UNIVERSITARIO;12/3/2014;12;3;2014;1:30;1;30;0;Homicidios;22;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;12/2/2014;12;2;2014;0:00;0;0;0;Homicidios;67;FEMENINO;SOLTERO;ECUADOR
ZONA 4;MANABI;BOLIVAR;BOLIVAR JUNIN;CALCETA SUR;28/7/2014;28;7;2014;0:00;0;0;0;Asesinatos;37;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ATACAMES;TONCHIGUE;7/8/2014;7;8;2014;0:00;0;0;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;TARQUI;22/3/2014;22;3;2014;13:14;13;14;0;Asesinatos;30;FEMENINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;28/2/2014;28;2;2014;21:45;21;45;0;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 6;MORONA_SANTIAGO;SUCUA;CENTRO SUR;SUCUA;11/3/2014;11;3;2014;14:30;14;30;0;Asesinatos;59;FEMENINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;7/8/2014;7;8;2014;21:35;21;35;0;Asesinatos;44;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;8/8/2014;8;8;2014;0:00;0;0;0;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;6/8/2014;6;8;2014;21:30;21;30;0;Asesinatos;38;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;BATALLON DEL SUBURBIO;8/8/2014;8;8;2014;2:00;2;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;PUNIN;8/8/2014;8;8;2014;12:00;12;0;0;Asesinatos;2;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;SAMBORONDON;SAMBORONDON;TARIFA;8/8/2014;8;8;2014;11:15;11;15;0;Homicidios;19;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;POSORJA;9/8/2014;9;8;2014;6:30;6;30;0;Homicidios;18;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;LA SEXTA;8/8/2014;8;8;2014;13:00;13;0;0;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;MONAY;9/8/2014;9;8;2014;5:00;5;0;0;Homicidios;30;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;PIJULLO;9/8/2014;9;8;2014;17:40;17;40;0;Asesinatos;20;FEMENINO;SOLTERO;ECUADOR
